,word,frequency,example,misspelling,correction
46,teranetics,17,"Teranetics, Inc.",YES,therapeutics
47,tarapeutics,1,TARAPEUTICS SCIENCE INC.,YES,therapeutics
48,theragenics,29,Theragenics Corporation,YES,therapeutics
49,terepeuticas,1,"Sociedad Espanola De Especialidades Terepeuticas, S.A.",YES,therapeutics
0,tokyou,1,"Tokyou Seimitsu Co., Ltd.",YES,tokyo
1,toktyo,1,Toktyo Electron Limited,YES,tokyo
2,tokkyo,7,Nihon Tokkyo Kanri Company Limited,YES,tokyo
3,toyko,24,"The Toyko Electric Power Company, Incorporated",YES,tokyo
4,tokoy,2,"TOKOY OHKA KOGYO CO., LTD.",YES,tokyo
5,toko,307,Toko Kabushiki Kaisha,YES,tokyo
6,toyoku,1,"Toyoku Kagaku Co., Ltd.",YES,tokyo
7,toyoko,12,"Toyoko Giken Co., Ltd.",YES,tokyo
8,toykyo,1,ITEC Toykyo Corporation,YES,tokyo
9,tokoyo,4,"The Tokoyo Electric Power Company, Inc",YES,tokyo
10,toyox,8,"Toyox Co., Ltd.",YES,tokyo
11,toyot,1,TOYOT JIDOSHA KABUSHIKI KAISHA,YES,tokyo
12,toyon,9,Toyon Research Corporation,YES,tokyo
13,toyco,1,"TOYCO CLOTH CO., LTD.",YES,tokyo
14,toy,474,Kenner Parker Toy Inc.,NO,tokyo
15,toryo,148,"Nihon Tokushu Toryo Co., Ltd.",YES,tokyo
16,tolko,1,Tolko Industries Ltd.,YES,tokyo
17,tokyu,17,Tokyu Sports Oasis Inc.,YES,tokyo
18,tokyp,1,Tokyp Electron Limited,YES,tokyo
19,tokya,1,Tokya Shibaura Denki Kabushiki Kaisha,YES,tokyo
20,tokos,1,Tokos Medical Corporation,YES,tokyo
21,tokon,1,TOKON SECURITY AB,YES,tokyo
22,tokay,1,TOKAY SYSTEMS LLC,YES,tokyo
23,tok,37,"Tok Yo Ohka Kogyo Co., Ltd.",YES,tokyo
24,tohyo,1,Tohyo Porimah Kabushikigaisha,YES,tokyo
25,togyo,3,"Nippon Kagaku Togyo Co., Ltd.",YES,tokyo
26,todyo,1,Todyo Kogyo Corporation,YES,tokyo
27,tekyo,1,Tekyo Keiki Company Limited,YES,tokyo
0,brittish,1,Brittish Columbia Cancer Agency Branch,YES,british
1,britishi,1,Britishi Aerospace,YES,british
2,britsih,1,BRITSIH TELECOMMUNICATIONS public limited company,YES,british
3,britsh,2,Britsh Telecommunications public limited company,YES,british
4,birtish,1,"Birtish American Tobacco Japan, Ltd",YES,british
5,bristish,12,Bristish Telecommunications public limited company,YES,british
6,britist,1,"Britist Telecommunications, Public Limited Company",YES,british
7,britisg,1,Britisg Columbia Cancer Agency Branch,YES,british
8,brith,1,"Moledet, Kfar Bnei Brith, Moshav Shitufi Paklai Ltd.",YES,british
9,breitwisch,2,D. S. I. Josef Breitwisch & Co. GmbH,UNK,british
10,brtish,1,Brtish Technology Group Limited,YES,british
11,britains,3,Britains Petite Limited,YES,british
12,brit,6,"BRIT MEDIA, INC.",NO,british
13,bits,43,Analog Bits Inc.,NO,british
14,biti,1,Sota Biti Corp.,YES,british
0,componenets,7,"Semiconductor Componenets Industries, LLC",YES,components
1,componets,4,"Automotive Componets Holdings, LLC",YES,components
2,component,1211,FUJITSU COMPONENT LIMITED,NO,components
3,compnents,1,"Nutec Compnents, Inc.",YES,components
4,componenents,1,"SEMICONDUCTOR COMPONENENTS INDUSTRIES, LLC",YES,components
5,coomponents,1,U.S. Electronics Coomponents Corp.,YES,components
6,compoenents,1,"SEMICONDUCTOR COMPOENENTS INDUSTRIES, LLC",YES,components
7,componment,1,"Foxconn Precision Componment Co., LTD",YES,components
8,componet,1,"COMPONET USER INDUSTRY CO., LTD.",YES,components
9,componenta,6,Componenta Wear Parts AB,YES,components
10,componenet,2,FUJITSU COMPONENET LIMITED,YES,components
11,compnent,1,"FuKui Precision Compnent (Shenzhen) Co., Ltd.",YES,components
12,companents,1,"Semiconductor Companents Industries, L.L.C.",YES,components
13,componenentes,1,"Electro Componenentes Mexicana, S.A. de C.V.",YES,components
14,componentry,1,"Componentry Research & Development Enterprises, Inc.",YES,components
15,componentic,1,SGS-ATES Componentic Elettronici S.p.A.,YES,components
16,componenete,1,Bartec Componenete und Systeme GmbH,YES,components
17,composante,1,Consortium National de Recherche en Genomique Composante Centre National de Genotypage (C.N.R.G.),YES,components
18,componeti,2,SGS-ATES Componeti Elettronici S.p.A.,YES,components
19,compnenti,1,SGS-ATES Compnenti Elettronici S.p.A.,YES,components
20,compenents,2,"Asia Vital Compenents Co., Ltd.",YES,components
21,componentzee,3,"Componentzee, LLC",YES,components
22,componsants,1,I.C.B. France Industrie et Componsants du Batiment Societe Anonyme,YES,components
23,conponents,2,"Semiconductor Conponents Industries, LLC",YES,components
24,componex,2,"Componex, Inc.",YES,components
25,compomet,1,Compomet Cantec,YES,components
26,companes,1,"Johnson & Johnson Consumer Companes, Inc.",YES,components
27,composant,1,Mahle Composant Moteu France SAS,YES,components
28,compenent,1,"FuKui Precision Compenent(Shenzhen) Co., Ltd.",YES,components
0,telelcom,1,"SK Telelcom Co., Ltd.",YES,telecom
1,telecoms,5,Groupe des Telecommunications/Ecole Nationale Superieure des Telecoms Bretagne,NO,telecom
2,telecomm,15,"Shinsegi Telecomm, Inc.",YES,telecom
3,telecome,2,France Telecome,YES,telecom
4,teleom,1,INSTITUT MINES-TELEOM,YES,telecom
5,teleco,72,Teleco Oilfield Services Inc.,YES,telecom
6,telcom,75,"Telcom, Inc.",YES,telecom
7,teecom,2,Teecom Design Group,YES,telecom
8,telencomm,1,"TelenComm, Inc.",YES,telecom
9,telecomco,1,"SmartAnt Telecom.Co., Ltd.",YES,telecom
10,telecomax,2,Telecomax Group,YES,telecom
11,texecom,10,TEXECOM LIMITED,YES,telecom
12,telesco,2,Telesco Brophey Limited,YES,telecom
13,telekom,625,DEUTSCHE TELEKOM AG,YES,telecom
14,telecon,7,Telecon Italia S.p.A.,YES,telecom
15,telec,2,Telec S.A.,YES,telecom
16,telco,39,"Telco Creations, Inc.",NO,telecom
17,teeco,1,"Teeco Associates, Inc.",YES,telecom
18,tecom,19,TECOM AS,YES,telecom
19,telecomuni,1,Cselt Studi E Laboratori Telecomuni-Cazioni S.P.A.,YES,telecom
20,telecomcia,1,Telecomcia Properties Limited,YES,telecom
21,telectro,8,"Telectro-Mek, Inc.",YES,telecom
22,telecorp,1,American Telecorp,YES,telecom
23,telecopy,1,"Telecopy, Inc.",YES,telecom
24,telecopt,1,Telecopt Co.,YES,telecom
25,telechem,4,TeleChem International Inc.,YES,telecom
26,telecalm,2,"teleCalm, Inc.",YES,telecom
27,telo,1,Verizon Connect Telo Inc.,NO,telecom
28,tele,118,"Tele Marketers, Inc.",NO,telecom
29,teco,167,"TECO IMAGE SYSTEMS CO., LTD.",YES,telecom
30,télecom,1,France Télecom,UNK,telecom
31,telocom,1,"Teko Telocom, S.r.l.",YES,telecom
0,hollding,2,AO & G Hollding B.V.,YES,holding
1,holdling,1,ABL IP HOLDLING LLC,YES,holding
2,holdinig,1,EMC IP Holdinig Company LLC,YES,holding
3,holdikng,1,Matec Holdikng AG,YES,holding
4,holdiing,3,HF Holdiing SA,YES,holding
5,holing,2,EMC IP HOLING COMPANY LLC,YES,holding
6,holidng,2,S-BIOTEK HOLIDNG APS,YES,holding
7,holdng,4,STEERING SOLUTIONS IP HOLDNG CORPORATION,YES,holding
8,holdin,1,Vogel's Holdin B.V.,YES,holding
9,hodling,4,Medela Hodling AG,YES,holding
10,hoding,4,ASML Hoding N.V.,YES,holding
11,holdsings,1,Ascensia Diabetes Care Holdsings AG,YES,holding
12,holdlings,1,"Open Text Holdlings, Inc.",YES,holding
13,holdinigs,1,General Wireless IP Holdinigs LLC,YES,holding
14,holdingbv,2,PHILIPS LIGHTING HOLDINGB.V.,YES,holding
15,holdingas,1,"Nant Holdingas IP, LLC",YES,holding
16,holdingag,3,MBT HoldingAG,YES,holding
17,holdindgs,1,"GPI NIL Holdindgs, Inc.",YES,holding
18,holdiings,1,"DBK Holdiings, LLC",YES,holding
19,holdigns,2,HCT Group Holdigns Limited,YES,holding
20,hodlings,5,"OPKO IRELAND GLOBAL HODLINGS, LTD.",YES,holding
21,hòlding,1,Sicpa Hòlding SA,UNK,holding
22,howling,1,Howling Technology,NO,holding
23,holming,1,The Holming Company,YES,holding
24,holin,1,Craft Beer Resources Pty Ltd and SWKJ Pty Ltd as trustees for Holin Family Trust & Kuebler Family Trust,YES,holding
25,holfing,1,SIGNIFY HOLFING B.V.,YES,holding
26,holdong,1,Bender Analytical Holdong B.V.,YES,holding
27,holdngs,1,"Konica Minolta Holdngs, Inc.",YES,holding
28,holdins,4,"PETVIVO HOLDINS, INC.",YES,holding
29,holdina,1,Maveaux Holdina LLC,YES,holding
30,holdi,1,Holdi Design B.V.,YES,holding
31,hodings,2,"Nuvo Hodings, LLC",YES,holding
32,hodin,1,"Hodin Marketing, Inc.",YES,holding
33,hldings,1,TETRA LAVAL HLDINGS & FINANCE S.A.,YES,holding
34,hilding,2,Hilding Anders International AB,YES,holding
35,holidings,4,"Rivian IP Holidings, LLC",YES,holding
36,hollming,4,Hollming Oy,YES,holding
37,holdongs,3,"InterDigital Patent Holdongs, Inc.",YES,holding
38,holdlngs,1,KEYSIGHT TECHNOLOGIES SINGAPORE (HOLDLNGS) PTE. LTD.,YES,holding
39,holdinfs,1,BKI Holdinfs Corporation,YES,holding
40,holdihgs,1,"SIRF Technology Holdihgs, Inc.",YES,holding
41,hoklings,1,Aventis Hoklings Inc.,YES,holding
42,hiolding,1,Philips Lighting Hiolding B.V.,YES,holding
43,hold,88,"VIRTUAL HOLD TECHNOLOGY SOLUTIONS, LLC",NO,holding
44,hoin,1,"Hoin Hai Precision Ind. Co., Ltd.",UNK,holding
45,hodn,35,MG TECH CENTER BV H.O.D.N. LOCK TECHNOLOGY,YES,holding
46,hodi,1,Hodi International Limited Liability Company,YES,holding
47,hollanding,11,Office Specialty Division of Hollanding Inc.,YES,holding
0,korkea,1,Teknillinen Korkea Koulu Graafisen Tekniikan Laboratorio,YES,korea
1,korema,1,Korema GmbH & Co. KG,YES,korea
2,korean,159,"KOREAN AIR LINES CO., LTD.",NO,korea
3,krea,1,Krea Telecommunication Authority,YES,korea
4,kore,17,Kore Technology Limited,YES,korea
5,kora,2,Kora Research Institute of Chemical Technology,YES,korea
6,koea,2,KOEA INSTITUTE OF ENERGY RESEARCH,YES,korea
7,korteam,2,"Korteam International, Inc.",YES,korea
8,koreska,1,W. Koreska GmbH,YES,korea
9,kodera,5,"Kabushiki, Kaisha, Kodera, Denshi, Seisakusho",YES,korea
10,kenora,1,"Kenora Technology, LLC",YES,korea
11,kelora,2,"Kelora Systems, LLC",YES,korea
12,koreaone,2,"KOREAONE CO., LTD.",YES,korea
13,koreajcc,1,"KOREAJCC CO., LTD.",YES,korea
14,kovea,9,"KOVEA CO., LTD.",YES,korea
15,korte,11,Kortteen Konepaja G. Korte & Kni,YES,korea
16,korma,2,"Korma, S.p.A.",YES,korea
17,korey,1,Korey Inc.,YES,korea
18,korex,10,The Korex Company,YES,korea
19,koret,5,"Koret, Inc.",YES,korea
20,kores,23,Kores S.p.A.,YES,korea
21,koren,2,Koren Advanced Institute of Science and Technology,YES,korea
22,korec,1,KOREC S.R.L.,YES,korea
23,korba,1,KORBA INSTITUTE OF SCIENCE AND TECHNOLOGY,YES,korea
24,koral,4,"King-Koral, Inc.",YES,korea
25,kor,43,Channel-Kor Systems Inc.,NO,korea
26,kogre,1,"Kogre, Inc.",YES,korea
27,koe,5,Koe San County,YES,korea
28,kobra,20,"Kobra Biosolutions, LLC",YES,korea
29,kiora,1,"Kiora, Inc.",YES,korea
30,kaora,1,Kaora Katoh,YES,korea
0,colleges,47,"Institute of National Colleges of Tehcnology, Japan",NO,college
1,colege,2,"The Provost, Fellows and Scholars of the Colege of the Holy and Undivided Trinity of Queen Elizabeth Near Dublin",YES,college
2,colleague,7,"Colleague Iowa, Inc.",NO,college
3,collene,1,"The Medical Collene of Wisconsin, Inc.",YES,college
4,colleen,3,"Colleen Pencil Co., Ltd.",NO,college
5,collegiate,3,Collegiate Cap and Gown Company,NO,college
6,collegenet,17,"CollegeNET, Inc.",YES,college
7,colleagues,4,Hermmerich & Colleagues,NO,college
8,collge,2,University Collge Dublin,YES,college
9,collagene,1,Societe Anonyme de Developpement des Utilisations du Collagene S.A.D.U.C.,YES,college
10,cooledge,128,Cooledge Lighting Inc.,YES,college
11,collette,11,Frederic Collette APS,YES,college
12,coldedge,1,"Coldedge Technologies, Inc.",YES,college
13,coellege,1,UNIVERSITY COELLEGE CARDIFF CONSULTANTS LIMITED,YES,college
14,coll,9,Coll Partners Ltd. of Trident Chambers,NO,college
15,cole,327,"Cole & Ashcroft, L.P.",NO,college
16,colloge,1,Board of Supervisors of Louisiana State University and Agriculture and Mechanical Colloge,YES,college
17,collage,5,"Medical Collage of Wisconsin, Inc.",NO,college
0,corpporation,7,Hansen Technologies Corpporation,YES,corporation
1,corporsation,1,International Business Machines Corporsation,YES,corporation
2,corporration,2,INTEL CORPORRATION,YES,corporation
3,corporpation,1,Schlumberger Technology Corporpation,YES,corporation
4,corporeation,1,Intel Corporeation,YES,corporation
5,corpordation,1,L.H. Carbide Corpordation,YES,corporation
6,corporattion,1,DISCO CORPORATTION,YES,corporation
7,corporatrion,5,International Business Machines Corporatrion,YES,corporation
8,corporatlion,1,Kia Motors Corporatlion,YES,corporation
9,corporatiton,2,ALZA Corporatiton,YES,corporation
10,corporatiopn,2,Hitachi High-Technologies Corporatiopn,YES,corporation
11,corporatioon,7,Mitsubishi Electric Corporatioon,YES,corporation
12,corporations,120,MCI Communications Corporations,NO,corporation
13,corporationq,1,Toshiba Medical Systems Corporationq,YES,corporation
14,corporationp,1,Dayco Corporationp,YES,corporation
15,corporationn,6,Edwards Lifesciences Corporationn,YES,corporation
16,corporationm,2,Schering Corporationm,YES,corporation
17,corporationj,1,Sony Corporationj,YES,corporation
18,corporationi,1,NEC Corporationi,YES,corporation
19,corporationa,4,Control Technology Corporationa,YES,corporation
20,corporation_,1,GTE Products Corporation_,NO,corporation
21,corporatioln,2,Emulex Corporatioln,YES,corporation
22,corporatioin,33,Schlumberger Technology Corporatioin,YES,corporation
23,corporatiion,28,Unisys Corporatiion,YES,corporation
24,corporateion,1,The University of Wyoming Research Corporateion,YES,corporation
25,corporataion,2,Denso Corporataion,YES,corporation
26,corporastion,2,Xerox Corporastion,YES,corporation
27,corporartion,25,International Business Machines Corporartion,YES,corporation
28,corporaqtion,1,Intel Corporaqtion,YES,corporation
29,corporaation,8,Panasonic Corporaation,YES,corporation
30,corpopration,4,Bridgestone Corpopration,YES,corporation
31,corpoeration,1,Toshiba Medical Systems Corpoeration,YES,corporation
32,corpforation,1,Genzyme Corpforation,YES,corporation
33,coirporation,3,Fortrend Engineering Coirporation,YES,corporation
34,cofrporation,1,NEC Electronics Cofrporation,YES,corporation
35,cjorporation,1,Kia Motors Cjorporation,YES,corporation
36,ccorporation,2,US Sign and Fabrication Ccorporation,YES,corporation
37,croporation,9,Durel Croporation,YES,corporation
38,corproation,152,Numerex Investment Corproation,YES,corporation
39,corportion,307,Sony Semicondutor Solutions Corportion,YES,corporation
40,corportaion,18,Mitsubishi Electric Corportaion,YES,corporation
41,corporaton,155,EMC Corporaton,YES,corporation
42,corporatoin,31,R. G. Barry Corporatoin,YES,corporation
43,corporatio,23,Oki Data Corporatio,YES,corporation
44,corporatino,11,RAYTHEON TECHNOLOGIES CORPORATINO,YES,corporation
45,corporatin,44,International Business Machines Corporatin,YES,corporation
46,corporaiton,109,Denso Corporaiton,YES,corporation
47,corporaion,27,International Business Machines Corporaion,YES,corporation
48,corpoation,52,HTC Corpoation,YES,corporation
49,corpoartion,23,Hitachi High-Technologies Corpoartion,YES,corporation
50,cororation,51,U.S. Philips Cororation,YES,corporation
51,coropration,18,Wintek Coropration,YES,corporation
52,coproration,65,SEIKO EPSON COPRORATION,YES,corporation
53,corporatition,1,Boston Scientific Neuromodulation Corporatition,YES,corporation
54,corporationed,1,Sandia Corporationed,YES,corporation
55,corporational,2,International Business Machines Corporational,YES,corporation
56,corporatation,1,NEC Corporatation,YES,corporation
57,corporaration,3,EMC Corporaration,YES,corporation
58,cporporation,1,Nippon Steel Cporporation,YES,corporation
59,corrporation,5,Togo Seisakusyo Corrporation,YES,corporation
60,corproration,13,Rane Corproration,YES,corporation
61,corpotration,1,Eaton Corpotration,YES,corporation
62,corportation,43,Lockheed Martin Corportation,YES,corporation
63,corporiation,2,Xerox Corporiation,YES,corporation
64,corporatinon,1,Delco Electronics Corporatinon,YES,corporation
65,corporaition,3,American Aerogel Corporaition,YES,corporation
66,corpoaration,8,Osaka Prefecture University Publication Corpoaration,YES,corporation
67,coprporation,13,Canon Medical Systems Coprporation,YES,corporation
68,coorperation,7,"Industry-Academic Coorperation Foundation, Chosun University",YES,corporation
69,corporqtion,1,Solectron Corporqtion,YES,corporation
70,corporatíon,2,BSH Home Appliances Corporatíon,UNK,corporation
71,corporatuon,1,SONY Corporatuon,YES,corporation
72,corporatoon,1,Schlumberger Technology Corporatoon,YES,corporation
73,corporatlon,2,National University Corporatlon University of Toyama,YES,corporation
74,corporativo,5,"Vitro Corporativo, S.A. DE C.V.",NO,corporation
75,corporatipn,1,Optotech Corporatipn,YES,corporation
76,corporatior,3,International Business Machines Corporatior,YES,corporation
77,corporatiom,6,International Business Machines Corporatiom,YES,corporation
78,corporatiob,1,INTERNATIONAL BUSINESS MACHINES CORPORATIOb,YES,corporation
79,corporating,4,Solo Cup Operating Corporating,YES,corporation
80,corporaticn,3,Steering Solutions IP Holding Corporaticn,YES,corporation
81,corporatian,5,Line Corporatian,YES,corporation
82,corporati,3,Sandberg & Sikorski Diamond Corporati,YES,corporation
83,corporateon,1,SUBARU CORPORATEON,YES,corporation
84,corporarion,5,Milwaukee Electric Tool Corporarion,YES,corporation
85,corporagion,1,Maxtor Corporagion,YES,corporation
86,corpoataion,1,Optex Corpoataion,YES,corporation
87,corpoaation,1,Fujinon Corpoaation,YES,corporation
88,corperation,6,"INDUSTRY-ACADEMIC CORPERATION FOUNDATION, YONSEI UNIVERSITY",YES,corporation
89,corp0ration,1,UNITED TECHNOLOGIES CORP0RATION,YES,corporation
90,cororaton,1,Seiko Epson Cororaton,YES,corporation
91,corooration,2,International Business Machines Corooration,YES,corporation
92,cornoration,10,Toshiba Digital Solutions Cornoration,YES,corporation
93,coproartion,1,International Business Machines Coproartion,YES,corporation
94,coproation,6,International Business Machines Coproation,YES,corporation
95,coporation,515,Sony Coporation,YES,corporation
96,corporationhig,1,INTER-UNIVERSITY RESEARCH INSTITUTE CORPORATIONHIG,YES,corporation
97,corporativos,3,"Servicios Corporativos Frisco, S.A. de C.V.",NO,corporation
98,corporoation,1,NEC Corporoation,YES,corporation
99,corpooration,5,National Distillers and Chemical Corpooration,YES,corporation
100,corpoiration,1,Slant/Fin Corpoiration,YES,corporation
101,coporaration,1,Yamaha Coporaration,YES,corporation
102,corporat,4,BellSouth Intellectual Property Corporat,YES,corporation
103,côrporation,1,Sony Côrporation,UNK,corporation
104,cpropration,1,Seiko Epson Cpropration,YES,corporation
105,cotporation,2,REALTEK SEMICONDUCTOR COTPORATION,YES,corporation
106,corroration,1,Lockheed Martin Corroration,YES,corporation
107,corpotation,3,Sony Corpotation,YES,corporation
108,corporacio,6,Corporacio Sanitaria Parc Tauli,YES,corporation
109,corparation,4,International Business Machines Corparation,YES,corporation
110,coprpration,1,Husky Coprpration,YES,corporation
111,copporation,2,Panasonic Copporation of North America,YES,corporation
112,coororation,1,NATIONAL UNIVERSITY COORORATION NAGAOKA UNIVERSITY OF TECHNOLOGY,YES,corporation
113,cooreration,1,Industry & Acacemic Cooreration in Chungnam National University (IAC),YES,corporation
114,cooporation,4,Korea University Industry & Academy Cooporation Foundation,YES,corporation
115,conporation,1,Seiko Epson Conporation,YES,corporation
116,comporation,4,Stomage Technology Comporation,YES,corporation
117,coeporation,1,Pelletron Coeporation,YES,corporation
118,cirporation,1,International Business Machines Cirporation,YES,corporation
119,corpration,39,Intel Corpration,YES,corporation
120,coporaton,1,Mazda Motor Coporaton,YES,corporation
121,corpororation,2,Digimarc Corpororation,YES,corporation
122,coroproation,1,Exabyte Coroproation,YES,corporation
123,coroporation,19,DaimlerChrysler Coroporation,YES,corporation
124,cooperations,2,University-Industry Cooperations Group of Kyung Hee University,NO,corporation
125,correlation,6,"EdGate Correlation Services, LLC",NO,corporation
126,corporatopm,2,SONY CORPORATOPM,YES,corporation
127,corporative,1,Corporative Association Printechno,NO,corporation
128,coopertaion,2,MYONGJI UNIVERSITY INDUSTRY AND ACADEMIA COOPERTAION FOUNDATION,YES,corporation
129,cropration,1,Northrop Grumman Cropration,YES,corporation
130,cproration,1,Lockheed Martin Cproration,YES,corporation
131,cooperaton,1,"INDUSTRY-ACADEMIC COOPERATON FOUNDATION, YONSEI UNIVERSITY",YES,corporation
132,corporporation,3,NEC Corporporation,YES,corporation
133,corpation,5,International Business Machines Corpation,YES,corporation
134,coorporation,7,JVC Kenwood Coorporation,YES,corporation
135,crporation,2,Microsoft Crporation,YES,corporation
0,cormpany,4,National Mower Cormpany,YES,company
1,coompany,6,TAIWAN SEMICONDUCTOR MANUFACTURING COOMPANY LTD.,YES,company
2,comp½any,1,Weyerhaeuser NR Comp½any,UNK,company
3,compsany,1,General Electric Compsany,YES,company
4,comppany,2,The Western Union Comppany,YES,company
5,compoany,1,The Boeing Compoany,YES,company
6,compmany,3,The Procter & Gamble Compmany,YES,company
7,complany,1,OTIS ELEVATOR COMPLANY,YES,company
8,companyã,1,T.J. Brooks CompanyÃ¢â‚¬â€division of Hanna Cylinders,UNK,company
9,companyz,1,3M Innovative Properties Companyz,YES,company
10,companyy,3,Minnesota Mining and Manufacturing Companyy,YES,company
11,companyv,1,E. I. Du Pont de Nemours and Companyv,YES,company
12,companym,2,Eveready Battery Companym Inc.,YES,company
13,companyh,1,Victor Equipment Companyh,YES,company
14,companuy,1,Lucas Industries public limited companuy,YES,company
15,companny,3,"Hewlett-Packard Development Companny, L.P.",YES,company
16,companmy,3,"RICOH COMPANMY, LIMITED",YES,company
17,companey,1,"James River Paper Companey, Inc.",YES,company
18,companay,4,HYUNDAI MOTOR COMPANAY,YES,company
